 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Goiás
Período:2018
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"520017 Água Fria de Goiás";0;0;0;1;0;0;1
"520025 Águas Lindas de Goiás";5;0;1;6;0;0;12
"520030 Alexânia";0;0;0;3;0;0;3
"520082 Amaralina";0;0;0;1;0;0;1
"520085 Americano do Brasil";0;0;0;1;0;0;1
"520110 Anápolis";24;2;2;44;0;0;72
"520120 Anhanguera";0;0;0;1;0;0;1
"520130 Anicuns";2;0;0;2;0;0;4
"520140 Aparecida de Goiânia";29;8;1;65;0;1;104
"520160 Araçu";1;0;0;0;0;0;1
"520170 Aragarças";0;0;1;2;0;0;3
"520310 Baliza";0;0;0;1;0;0;1
"520330 Bela Vista de Goiás";3;1;0;2;0;0;6
"520340 Bom Jardim de Goiás";0;0;0;2;0;0;2
"520355 Bonfinópolis";0;0;0;1;0;0;1
"520440 Caiapônia";1;0;0;1;0;0;2
"520450 Caldas Novas";3;1;0;14;0;0;18
"520470 Campinorte";0;0;0;1;0;0;1
"520510 Catalão";6;2;0;6;0;0;14
"520530 Cavalcante";1;0;0;0;0;0;1
"520540 Ceres";0;0;0;1;0;0;1
"520549 Cidade Ocidental";3;0;0;0;0;0;3
"520551 Cocalzinho de Goiás";0;0;0;2;0;0;2
"520620 Cristalina";1;2;0;3;0;0;6
"520640 Crixás";0;1;0;1;0;0;2
"520650 Cromínia";1;0;0;1;0;0;2
"520725 Doverlândia";1;0;0;0;0;0;1
"520735 Edealina";0;0;0;1;0;0;1
"520790 Flores de Goiás";1;0;0;2;0;0;3
"520800 Formosa";2;1;0;7;0;0;10
"520840 Goianápolis";1;0;0;0;0;0;1
"520860 Goianésia";2;0;1;3;0;0;6
"520870 Goiânia";158;9;8;230;1;1;407
"520880 Goianira";2;1;0;3;0;0;6
"520890 Goiás";0;0;0;3;0;0;3
"520920 Guapó";0;0;0;1;0;0;1
"520960 Heitoraí";1;0;0;0;0;0;1
"520970 Hidrolândia";1;0;0;1;0;0;2
"520995 Indiara";0;0;0;1;0;0;1
"521000 Inhumas";2;0;0;2;0;0;4
"521010 Ipameri";1;0;0;1;0;0;2
"521020 Iporá";0;0;0;1;0;0;1
"521040 Itaberaí";1;0;0;0;0;0;1
"521090 Itapaci";0;0;0;2;0;0;2
"521100 Itapirapuã";0;0;0;1;0;0;1
"521120 Itapuranga";1;0;0;2;0;0;3
"521130 Itarumã";0;0;0;1;0;0;1
"521140 Itauçu";0;0;1;0;0;0;1
"521150 Itumbiara";17;1;0;11;0;0;29
"521180 Jaraguá";1;0;0;0;0;0;1
"521190 Jataí";9;2;2;10;0;0;23
"521220 Jussara";2;0;0;2;0;0;4
"521250 Luziânia";6;2;0;14;0;0;22
"521308 Minaçu";0;0;0;1;0;0;1
"521310 Mineiros";6;0;0;3;0;0;9
"521370 Montes Claros de Goiás";0;0;0;1;0;0;1
"521380 Morrinhos";4;0;0;5;0;0;9
"521410 Mutunópolis";1;0;0;0;0;0;1
"521450 Nerópolis";0;0;0;1;0;0;1
"521460 Niquelândia";0;0;0;2;0;0;2
"521483 Nova Crixás";1;1;0;1;0;0;3
"521500 Nova Veneza";0;0;0;1;0;0;1
"521523 Novo Gama";4;1;0;3;0;0;8
"521530 Orizona";1;0;0;0;0;0;1
"521570 Palmeiras de Goiás";2;0;0;2;0;0;4
"521640 Paraúna";0;0;0;1;0;0;1
"521690 Pilar de Goiás";1;0;0;0;0;0;1
"521710 Piracanjuba";2;0;0;1;0;0;3
"521720 Piranhas";0;0;0;2;0;0;2
"521740 Pires do Rio";1;0;0;1;0;0;2
"521760 Planaltina";2;1;0;4;0;0;7
"521770 Pontalina";1;0;0;0;0;0;1
"521800 Porangatu";1;0;0;1;0;0;2
"521830 Posse";0;1;0;3;0;0;4
"521850 Quirinópolis";0;0;0;1;0;0;1
"521860 Rialma";1;0;0;0;0;0;1
"521878 Rio Quente";0;0;0;1;0;0;1
"521880 Rio Verde";15;5;0;25;0;1;46
"521930 Santa Helena de Goiás";0;0;0;1;0;0;1
"521970 Santa Terezinha de Goiás";1;0;0;0;0;0;1
"521975 Santo Antônio do Descoberto";1;1;0;9;0;0;11
"522000 São João d'Aliança";0;0;0;1;0;0;1
"522010 São Luís de Montes Belos";0;0;0;2;0;0;2
"522020 São Miguel do Araguaia";0;1;0;2;0;0;3
"522040 São Simão";0;1;0;4;0;0;5
"522045 Senador Canedo";2;0;1;6;0;0;9
"522119 Terezópolis de Goiás";0;0;0;1;0;0;1
"522140 Trindade";2;1;0;13;0;0;16
"522160 Uruaçu";0;0;0;3;0;0;3
"522170 Uruana";0;0;0;1;0;1;2
"522185 Valparaíso de Goiás";4;3;0;14;0;0;21
"522200 Vianópolis";0;1;0;0;0;0;1
"522230 Vila Propício";0;0;0;1;0;0;1
"520000 Município ignorado - GO";0;1;0;1;0;0;2
"Total";342;51;18;580;1;4;996
